Geography,Category,year,thousands
Seychelles,Population Aged 65+,2021,8.3
Sierra Leone,Population Aged 65+,2021,238.0
Somalia,Population Aged 65+,2021,477.1
South Africa,Population Aged 65+,2021,3370.4
South Sudan,Population Aged 65+,2021,381.3
Sudan,Population Aged 65+,2021,1671.2
Syria,Population Aged 65+,2021,903.7
Tanzania,Population Aged 65+,2021,1641.5
Togo,Population Aged 65+,2021,248.5
Tunisia,Population Aged 65+,2021,1094.8
Uganda,Population Aged 65+,2021,947.6
United Arab Emirates,Population Aged 65+,2021,126.6
Yemen,Population Aged 65+,2021,903.9
Zambia,Population Aged 65+,2021,407.4
Zimbabwe,Population Aged 65+,2021,460.5
North America,Population Aged 65+,2021,64655.8
Canada,Population Aged 65+,2021,7048.6
USA,Population Aged 65+,2021,57607.2
Western Europe,Population Aged 65+,2021,96254.8
Austria,Population Aged 65+,2021,1716.3
Belgium,Population Aged 65+,2021,2229.1
Cyprus,Population Aged 65+,2021,179.4
Denmark,Population Aged 65+,2021,1176.3
Finland,Population Aged 65+,2021,1255.9
France,Population Aged 65+,2021,13660.5
Germany,Population Aged 65+,2021,18265.9
Gibraltar,Population Aged 65+,2021,5.5
Greece,Population Aged 65+,2021,2411.3
Iceland,Population Aged 65+,2021,55.2
Ireland,Population Aged 65+,2021,737.7
Italy,Population Aged 65+,2021,13923.1
Liechtenstein,Population Aged 65+,2021,7.3
Luxembourg,Population Aged 65+,2021,92.7
Malta,Population Aged 65+,2021,96.6
Monaco,Population Aged 65+,2021,17.3
Netherlands,Population Aged 65+,2021,3457.5
Norway,Population Aged 65+,2021,965.7
Portugal,Population Aged 65+,2021,2309.6
Spain,Population Aged 65+,2021,9406.1
Sweden,Population Aged 65+,2021,2088.1
Switzerland,Population Aged 65+,2021,1630.0
Turkey,Population Aged 65+,2021,7953.6
United Kingdom,Population Aged 65+,2021,12614.2
